idx,class,conversation
701,일상 대화,"  세나 전장 보상 나오겠다
  그 버그는 고쳐진거야?
  아니 그건 모르겠어
  아까 보니 점검 계속하던데
  응 시간 남았더라고
  얼른 보상이라도 받아야지
  와 공식카페에 보상 올라온거 봐바
  너무 적게 주는 거 아니냐?
  소환권 장으로 퉁치네
  와 진짜 실망스러운데"
702,일상 대화,"  야 너 스터디카페 이용해봤어?
  응응 진짜 편하고 좋던데!
  아 그래? 독서실만 이용해서 상상이 안 돼
  아 요즘 스터디카페는 의자도 편하고 간식도 무료로 제공해줘~
  그렇구나! 음료같은 것도 무료겠네~
  응응  혹시 이용할 거면 처음엔 기간권보다 시간제한된 이용권을 추천해
  이유를 알 수 있을까?
  비슷한 가격대인데 시간제한권은 시간이면 ~일 안에만 쓰면 돼
  오 그렇구나 그게 편하고 덜 부담스럽겠네!
  응응 한 번에 많이 하기보다 조금씩 습관들이기엔 시간제한권이 좋더라!"
703,일상 대화,"  결혼하면 성격이 바뀔 수 있나요?
  결혼해서 바뀌기 보다는 아이들을 낳고 나면 양육하면서 바뀌는 것 같습니다.
  본래 성격이 나오는 거라고 하더라고요
  같이 살면 내가 몰랐던 부분들이 또 생기는지 궁금해요
  사귈 때 모르던 부분의 성격이 나오는 거라고하더라고요
  제 삼자가 엮이면 또 생기더라고요.
  그 부분이 저와 맞지 않는다면 어떨지 고민이되요
  대화로 풀어나가야지요.
  그런 것 때문에 요즘 동거를 하나봐요
  요즘 결혼에 대해서 생각이 많아지네요
  굳이 결혼을 하지 않아도 된다고 생각합니다.
  결혼을 앞두고 있으신가봐요 그럴 수 있어요"
704,일상 대화,"  다들 집에서 보통 뭐 하는 편이야?
  나는 맨날 집에서 누워서 영화 봄 
   나도 집에서 누워서 게임만 하지
  역시 집에서는 누워 있는 게 최고야 
  맞아 누워서 폰 만지는 거 최고야 
  그게 최고지 워낙 집돌이라서 
  헐 맞아 나도 완전 집순이인데 
  맞아 그리고 요즘 추워서 나가면 위험해 
  갑자기 추워져서 옷도 준비 못 했는데 
  맞아 지금은 집 밖은 너무 위험해 
  맞아 지금 옷 갈아야 되는데  언제 갈아 
  옷장 정리도 못해서 난장판이다 지금 
  나도 아직 집에 여름 옷만 꺼내져 있어 
  나도 정리 슬슬 해야 되는데 귀찮아 
  이번주에 한번에 싹 정리 해버려야지 
  그래 이번주엔 집에서 옷 정리 해야겠다
  응 나도 이번주에 옷 정리 해야겠어 
  오늘은 귀찮으니깐 내일 옷 정리 해야겠어 "
705,일상 대화,"  스타벅스 프리퀀시 모을꺼냥...
  저절로 모아지지 않겠니?
  응 모아야지
  담요 졸귀 
  이미 인기 많은 거 같더랑...?
  오 진짜?
  의외네
  도 스벅 브아피야?
  난 그 담요가 참 귀엽던뎅
  스타벅스는 뭐 항상 인기 많은 거 같아...
  는 꽤나 브아피야 
  도 스벅 자주 가냥...
  저 브아피 까진 아니고요
  스벅이 좋아 근데 
  모을까 말까 고민이넹
  근데 아기랑 자주 가요
  스벅 커피가 맛있어
  모아 지는 거 봐서 
  맛이가 있어요
  커피 말고도 음료도 
  아기는 바나나 먹겠네 "
706,일상 대화,"  오랜만에 할머니 뵙고 왔어.
  할머니는 멀리 사셔?
  서울에 사시는데 혼자서는 잘 안 뵈러 가지.
  오늘은 어쩐 일로 뵀어?
  이번주 엄마 생신이라고 모여서 밥 먹었어.
  잔치상을 차렸겠네.
  새우소금구이 판이랑 소고기까지 먹었어.
  와 엄청 배불렀겠다.
  내 생일도 아닌데 할머니가 용돈도 주시고 즐거웠다.
  할머니들은 여러모로 손이 크신 거 같아."
707,일상 대화,"  요즘은 사교육에도 정말 다양한 종류가 있는 것 같아
  맞아. 내 동생 친구는 초등학생인데 코딩학원에 다닌다고 하더라고
  요즘은 코딩 열풍이니까 그런 학원도 생기는구나
  맞아. 그리고 클라이밍이나 스위밍 클럽도 많이 다닌다고 하더라
  우리 어렸을 때 에는 대부분 피아노나 태권도, 미술을 다녔잖아
  맞아, 우리도 미술학원과 피아노 학원을 다녔지
  조금 더 다양한 배울거리들을 배우는 것 같아서 좋아보이네
  그러니까 말이야. 견문을 어렸을 때 부터 넓힐 수 있어서 좋은 것 같아
  앞으로도 부모님들이 아이들의 진로 탐색을 위한 사교육을 많이 하면 좋겠다
  맞아, 단순히 공부를 위한 것이 아니라 적성에 맞는 것을 찾기 위한 사교육은 좋다고 생각해"
708,일상 대화,"  애들 중학교 어디가 좋아요?
  그냥 가까운 곳이요
  전 이쪽을 잘 몰라서요
  중앙초 옆에 주성중으로 많이 가는것 같아요
  거긴 너무 과밀이라 걱정이에요
  안그럼 청주여중이나 너무 먼곳으로 배정된대요
  너무 멀리가면 이사를 가야하나요?
  아니요 멀어봤자 청주 안이니까요
  그래서 거리가 너무 멀면 힘들꺼 같아요
  지망부터 적어내는 것 같아요"
709,일상 대화,"  아 무슨 이벤트 하는데 분이나 걸림
  뭐가 귀 받는데 분 걸려?
  응응 아니 이렇게 오래 걸릴 일이냐?
  무슨 이벤트 하는데 분이야
  사냥 퀘도 아니고 그냥 왔다갔다 하는데 분임
  헐  진짜 대박이네
  텔포도 없어서 여섯갈래길 갔다
  아 나도 그정도 걸리겠네 그럼
  진짜 귀찮았는데 분 걸리는 줄 모르고 걍 함
  걍 텔포 사서 해야겠다 "
710,일상 대화,"  MLB가 끝나가니 NBA가 시작되니 좋구나
  아니 보면 외국스포츠 진짜 좋아하네
  응 난 미국 스포츠 때문에 즐겁지
  근데 중계가 잘 안되지 않나?
  보통 그런데 그냥 유료로 본다
  유료면 앱으로 결재하는거야?
  응 앱에서 결재해서 보는거지
  와 진짜 대박 그런거 얼마야?
  얼마 안해 년에 만원?
  그정도면 투자할만 한건가?"
711,일상 대화,"  요즘 아파트값이 진짜 비싸더라
   집값은 왜 매번 오르기만 해? 안 떨어져 왜?
  내말이 아파트 사는 사람들은 다 부자일거야
  아냐 대출 끼고 들어가는 사람들도 많대
  대출 이자 내면서까지 그렇게 살아야할까?
  그 집값이 또 오를테니까? 단독주택은 그렇게 많이 안 오른다더라
  그래서 사람들이 아파트 가는거겠지?
  응 그렇지 비싸도 아파트에 사는거겠지
  나도 누가 아파트 줬으면 좋겠다...
  나도... 내맘도 그래"
712,일상 대화,"  다들 비 좋아해 혹시 ?
   난 비 좋아 비 냄새도
  비 완전 완전 완전 짱짱짱 좋아해
  난 비 오면 시원하고 일단 소리도 좋고
  비 보는 건 좋은데 비 오는 거는 싫어 습하고 꿉꿉해
  습한 건 싫지 빨래 안 마르고
  습한 건 에어컨 제습 기능이 다 해줄 거야 
   난 밖에 있을 일이 많으니까 
  하긴 그렇긴 하겠다
  비 냄새는 좋아
  근데 비 오면 그냥 그 분위기? 그 비 냄새가 너무 좋아 비린내
  그건 맞아 근데 밖에 있는 게 싫어
  내가 실내에 있으면 좋아
   그건 그래 그냥 보는 게 최고
  인정 집안에 있을 때 얘기한 거임
  밖에 나가면 화나
   맞아 고데기 다 풀리고 습해서 옷은 꿉꿉하고 땀 나고
  아오 생각만 해도 싫지만 비는 좋아
  그래서 여름철엔 앞머리를 짧게 잘라서 풀려도 괜찮게 하지 
  실내에서 비 오는 거 보는 건 매우 좋지
   맞아 소리도 좋아 그냥
  거기에 부침개가 있다?
  그냥 그날은 끝난 거야~"
713,일상 대화,"  나는 셔츠가 많은데, 빨래를 할 때 마다 너무 주름져서 스트레스야
  그럼 매번 다리미질을 하는 거야?
  응, 그래서 너무 번거롭고 시간이 많이 걸리더라고
  그럼 세탁소에 맡겨보는 건 어때? 집 앞에 세탁소가 생겼더라고
  그래? 세탁소가 좋기는 한데 너무 비용면에서 비싸다고 느껴질 것 같아
  그래도 집에서만 빨래를 하다보면 조금 천의 느낌도 상하니까
  가끔씩이라도 셔츠류는 세탁소에 맡기는 게 좋아
  그래? 근데 세탁소를 매번 가다 보면 그 돈 모아서 스타일러 살 수 있을 것 같아
  음, 그런거 같기도 하네. 스타일러는 구매하면 다른 의류도 같이 관리가 가능한 장점이 있네
  너가 봐도 그렇지? 그래도 당장 스타일러 살 돈은 없으니까 너의 말대로 해보도록 할게
  그래, 얼른 돈 많이 벌어서 스타일러 사서 옷도 보관하고 간편하게 관리해"
714,일상 대화,"  삭제된 메시지입니다.
  난 겨울이 너무 좋아 
  겨울엔 스키 타러 갈 수 있어서
  난 가을이 좋은 거 같아
  이유는 눈이 오잖아 
  눈 오면 뭐가 좋은 거야?
  눈이 오면 눈싸움 할 수 있지
  난 눈싸움 하고 싶어 
  그렇구나...
  난 군인 때 눈 치운 경험 때문에 싫더라
  근데 눈 안에 돌 넣어서 던지면 아픈 거 알아?
  눈이 녹으면 봄이 온다고 하더라구 
  눈싸움이 재밌긴 하지
  여친이랑 해보고 싶다
  난 훈련소 때 눈을 치운 경험이 있어
  그래서 봄이 은근 싫더라구 
  그래도 여름보단 겨울이 나아서 좋아
  가을은 사랑의 계절이라서 왠지 쓸쓸해
  우리 겨울에 스키 타러 가자구 
좋지
  스키 타러 가자
  나 잘 타
  난 스키 무서워
  왠지 모르게 위험할 거 같아"
715,일상 대화,"  반려동물 뭐 키우고 싶은거 있어?
  나는 강아지 한 마리 키우고 싶어 
  나는 나중에 언젠간 고양이 한번 키워보고싶어 
  다들 하나씩 키우고 싶은게 있네 
  나는 대형견 키워보고 싶어 
  우와 나도 대형견 로망있어
  나는 엄청 어릴 때 허스키 키워봤는데 감당이 안돼 
왜?
  허스키도 엄청 멋있던데 
  맞아 허스키 진짜 크잖아
  그치 멋있긴하지  근데 엄청 똑똑해 허스키가 
  그러니까 똑똑하다고 하더라 내 친구도 허스키 키우는데 
  맞아 그리고 허스키 밤에 하울링도 하잖아
  맞어 
  어릴 때 집앞 마당에서 키웠는데 샤워 시키기 엄청 힘들어 
  헐  하울링  뭔가 멋있어 허스키님 
  맞아  대형견이 씻기기도 힘들잖아
  그치 그래서 어릴 때 대형견 힘든 기억밖에 없어 
   그렇긴 하겠다  씻기고 나서 완전 녹초 되겠다 
  하루 종일 걸린다던데 진짜 힘들대
  맞어 그것도 완전 어릴 때라서 더 힘들었어 "
716,일상 대화,"  요즘 대선 때문에 난리더라구
  요즘 비트코인 급락했다며
  내년 대선이 코앞이지
  정치가 난 너무 어려워,
  나는 대통령 누구 뽑을지는 정했어 너희는?
  요즘 주식도 핫하대
  비트 코인 엄청 떨어졌대...
  정치가 어렵긴 한데 너무 재밌어 
  다들 주식하려고 주식 공부도 한대
  주식이 오히려 핫하대 
  비트코인 진짜 불확실해서 투자 못하겠드라
  나는 정치에 관심이 없어서
  코스피 엄청 올랐더라구 
  나는 주식공부 해야겠어 
  뉴스를 봐도 정치 얘기면 어려워
  비트코인은 그냥 운이잖아 
  항상 어렵더라 주식은 
  비트코인은 너무 위험해"
717,일상 대화,"  피카추 배구 아는 사람?
  그게 머야? 첨들어보는데
  그런 배구가 있어?
  헉 컴퓨터로 하는 피카추 배구 몰라 ?
  응 진짜 첨들어봐 컴퓨터 게임이야?
  포켓몬 피카츄 말하는 거야?
  응응 맞아 너희랑 그 추억을 나누고 싶었는데
  피카츄 돈까스는 알아
  완전히 처음 들어봐 설명 좀 해봐
  피카추 두마리가 나오고 키보드로 머리로 공을 치면서 배구를 하는거야 말그대로
  그렇구나 근데 엄청 귀엽겠다
  와 정말 설명 들어도 모르겠네 재밌어?
  피카~츄 피카츄 거리는데 모르다니 아쉽다
  오늘 함 해볼까?
  음성지원이 되네 피카~츄하면 백만 볼트 나오는데"
718,일상 대화,"  회사에 담배 피는 사람 있어?
  응 내 옆자리 직원.
  너는 담배 안 피우잖아.
  응 그래서 지금 고민이야.
  냄새때문에 그러는 거지?
  응 냄새가 너무 심해.
  대표님께 면담 요청 해 봐.
  변화가 있을지 모르겠어.
  그래도 머리 아픈 것 보다는 개선되지 않을까?
  고민 좀 해보고 면담 신청 하려고."
719,일상 대화,"  다들 서울에서 살꺼야 나중에?
  나는 아마 다시 해외로 나갈꺼 같기도 하고
  나는 일은 서울에서 하고 싶어서 서울에 살듯
   해외로 나가면 해외에서 집사서 살꺼야?
  그게 가능하면 그렇게 해야지
  크… 나도 가끔 외국에서 집 구해서 살까 생각하긴 해
  근데 외국인 명의로 해외에서 집을 사려면 복잡하지 않나?
  그렇지 나라마다 다르겠지만 사회주의 국가에서는 조금 더 그럴듯
  그치... 나라마다 다 다르긴 하지
  는 어느나라 생각중인데?
  아직 거기까지는 생각을 안해봤어"
720,일상 대화,"  난 요즘 낚시 게임 한당
  낚시게임 뭐임? 
  낚시게임 추천 좀 해줘
  낚시의 신 깔았음
  그 이 하는 거 깔앟냐 
  아놔 그런 것도 있어?
  신기해
  거기서 아주 강태공임
  재밌더나 그거 난 안해봄 
  도시어부 이런 거 자주 보겠네?
  엉 이랑 같이 한당 짱잼
  나도 한번 깔아봐야겠군 
  이 옆에 살아서 좋겠다
  나 거기서 상어도 낚았다
  도시어부 존잼 프로그램 
  헐 젤 좋게 뭐야?
  당근 도시어부 존잼탱 
  오 상어  대단한데
  도시어부 이태곤? 완전 멋져"
721,일상 대화,"  김해공항이 월부터 사이판과 괌 노선이 열린대.
  드디어 하늘 길이 열리는구나!
  오~ 이제 드뎌 하나둘씩 열리긴 하는구만
  다녀와서 격리를 보름 하더라도 갈 사람은 가겠지?
  얼마나 많은 사람들이 학수고대 했을까 싶어.
  난 귀찮아서 안갈거 같은데 여행 좋아하는 사람은 신나겠다
  둘다 신혼여행지니까 이제 신행은 해외로들 가겠다.
  열리자마자 가는 사람들은 삼박사일이 아니라 삼년살다 오지 않을까?
  아 그래네 듣고보니 신혼 여행지구만
  대신에 거기서 코로나 걸리면 본인비용으로 치료하면 좋겠어.
  격리만 없다면 나도 가보고 싶다.
  그래 자유엔 어느정도 책임은 따라야지"
722,일상 대화,"  너희는 반려동물을 카페에 데려가본 적이 있어?
  나도 다리있는 반려동물 키워서 그런데 데려가 보고 싶다.
  나는 딱 한 번 데리고 가봤어.
  어땠었어?
  다른 강아지들이랑 잘 놀아?
  처음 갔었어서 그런지 엄청 무서워하고 낯설어했어.
  자주가거나 해서 적응시켜줘야 덜 무서워하거야.
  그럼 너희집 고양이는 고양이 카페 같은 곳에 가?
  나도 궁금해.
  예전 고양이는 몇 번 가봤었어.
  어때?
  고양이는 영역 싸움을 많이 하지 않아?
  맞아, 안 그래도 많이 경계하더라.
  그럼 집 고양이를 잘 안 데려가겠네.
  안 데려가는게 맞긴하겠어."
723,일상 대화,"  여친이 어떤 선물 줬어?
뭐야
  오빠 여친한테 선물 받음?
  나는 지갑 선물해줬어  비싼 거
  오 대박
  어떤 지갑이야?
  오 나도 지갑 하나 사줘라
  아 루이비통 하나 사줬어
  별거 아니여~
  와 루이비통 비싸잖아 
  백 얼마 아닌가
  헐 대박
  별거 아니니까 나 줘라
  응 진짜 비싸 만원 
  헐  지갑만 백 삼십,
  오빠 쉽지 않네
  그러니까
   누구 이름이야 
  너무 비싸
  응 남자 어렵다
  여자 비위 맞추기 
  그치 
  여자가 좀 까탈스러워야지 
맞아
  비위 맞추기 까다롭다니 
  응 근데 나도 까탈스러워 
  한 까탈한다
  둘다 까탈스러우면 어떡해 
  자주 싸울듯
  까탈스러운 사람들끼리 만나면 전쟁이야 
  응 진짜 둘이 맨날 피 튀겨 "
724,일상 대화,"  위드 코로나 월부터 시작하려나 봐
  위드 코로나 결국은 진행하나 보구나
  응 더 이상 미루기에는 힘드나 봐
  년이면 오래 끌긴 했지
  야외에서 마스크 착용도 없앨 계획인 거 같아
  마스크 미착용 해도 된다는 거야?
  응 뉴스에서 그렇게 나왔어
  걱정이네 확진자가 다시 늘면 어떡하지?
  현재 만 명 접종 완료했으니 기대해 보자
  그래 걱정도 되지만 우선 시행해도 좋을 거 같아"
725,일상 대화,"  자동차 있지?
  정촌은 차 필수임
  자동차  있어  필수야
  어 맞아
  없으면 큰일 
  차만 있으면 참 좋은 동네야
  진짜 근데 돈도 많이 들고 
  친구 이번에 새 차 사서 핵부러워...
  나도 소형차 있었으면...
  월세도 많이 나가고 
  나도 새 차 사고 싶다...
  친구 무슨 차 샀는데?
  소형차가 최고지... 나도
  소형차든 뭐든 새 차가 좋아 
  누가 차 산거여 궁금
  주차가 중요해서 진짜 
  아빠가 사줬다 함
  새 차 뭔데... 무슨 차...
  무슨 차 산거예요?
  흑흑 부럽지..."
726,일상 대화,"  오늘 카페에 갔는데, 다시 카공족들이 조금씩 보이기 시작하는 것 같아
  코로나 이후에는 카공족이 많이 사라졌었잖아
  한 때는 카페에서 음료를 한잔만 시키거나 안시키고 너무 오래 있어서 문제가 되기도 했지
  맞아, 그리고 자기 공부해야 한다고 주위에 주의를 주는 경우도 꽤 있었잖아
  그런데 오늘 보니 분의  정도가 카페에서 공부를 하더라고
  엄청 많이 늘었구나. 카페가 집중이 잘된다고 카페에서만 공부하는 친구도 주변에 보면 많더라고
  맞아. 그런데 남자친구랑 얘기하는데, 옆에서 조별 과제를 하는지 너무 시끄러워서 기분이 찜찜했어
  말하지 그랬어, 조금만 조용히 해달라고는 할 수 있잖아
  다른 사람들은 크게 신경을 안쓰는 것 같길래 내가 너무 예민한가 싶어서 그냥 참았지 뭐
  카페에서 공부하는 건 좋지만 남들에게 폐를 끼치지는 말았으면 해"
727,일상 대화,"  내동생 말안들어서 큰일이다...
  이제 고등학생인가?
  아니야. 아직 중학교학년인데 엄청 말안들어...
  중병도 지났는데 아직도?
  응응 엄마아빠가 얘땜에 속상해 죽을라그래...
  내동생도 그시기에는 말안들었는데 크면서 괜찮아졌어.
  어제도 학교에서 사고쳐서 담임한테 전화왔나봐
  헉! 그럼 어떻게해?
  오늘 부모님이 학교에 상담하러 가신대
  진짜 맘고생심하시겠다"
728,일상 대화,"  어릴 때 무슨 게임 해 봤어?
  나는 알투비트 광이였어 서든이랑 
  음 어릴 땐 무조건 철권이었지 
  서든이 총 싸움 하는 게임이야?
  응 서든 총 싸움 하는거  재밌어
  오 서든 그 게임 엄청 오랜만이다 
  서든 이야기만 들어 봤지 해본 적은 한번도 없어 
   서든 한번 해 봐 클랜전도 있고 좋아
   나는 주로 생존게임만 해서 서든도 잠깐하다 말았지 
  생존 게임은 뭐야?
  어떤 게임?
  생존 게임은 어떤 거 말 하는거야?
  음 예를 들면 마인크래프트 알아? 좀비 게임이나 
  아 마인크래프트 게임 들어는 봤어 
  아 좀비게임 유명한 거 있는데 데바데? 그거
  마인크래프트는 안 해봄
  아 데바데 유명하지 
  나도 그건 아직 못해 봤다 
  데바데가 좀비 게임이야?
  진짜 모르는 게임 엄청 많네 
  나 데바데 몇 번 해봤어 
  그거 처음에 너무 어렵더라 
   나도 영상만 봤는데 어려워 보여서 안했어 "
729,일상 대화,"  너네는 책을 자주 읽어?
  난 거의 안읽어.
  난 일주일에 한권 정도 읽어.
  너네는 독서가 중요하다고 생각해?
  중요하긴 한거 같아.
  맞아. 중요한거 같아.
  다들 중요하다고 생긱하는구나.
  넌 어때?
  나도 궁금해.
  나도 중요하다고 생각하는데 막상 책을 잘 안 읽게 되더라고.
  나도 그래. 중요한걸 아는데 잘 안읽어져.
  나처럼 학교 자습시간에 읽어봐!
  이제 그렇게라도 읽어야 겠어.
  우리 다 같이 독서량을 늘려보자!
  좋은 생각이야."
730,일상 대화,"  나 오늘부터 부업해
  오 너 재택근무 하면서 부업해?
  어 월급이 너무 적어서
  어떤 일 하기로 했는데?
  인형 눈깔 붙이는 거
  와 그런 일이 아직도 있어?
  당연하지 많이들 하는데?
  돈은 많이 줘?
  한개당 백원 정도 될껄
  캬 부지런히 채워야겠다"
731,일상 대화,"  요즘은 코로나때문에 제주도로 신혼여행 간데
  진짜? 너무 아쉽겠다
  그러니깐 코로나가 정말 문제야
  그래도 왔다갔다 시간은 안잡아 먹겠다
  그치 비행기 비용도 적게 들고
  보통 제주도 호텔로 가나?
  응 진짜 엄청 비싸데
  제주도 호텔이?
  응 상상 초월인데 예약도 꽉 찼다나봐
  아 제주도 물가는 너무 비싸"
732,일상 대화,"  난 양악을 할 까봐. 교정으로는 안 된데
  양악? 안아프데? 나 그거 너무 아플거같은데 뼈깍는거잖아
  난 다 무서울꺼 같아.
  무서울 것 같은데 턱이 나와서 안 되겠어.
  그게 나중엔 옹니가 된다잖어
  양악하는데도 비용이 꽤 드는걸로 아는데
  정말? 그게 더 무섭네. 그럼 교정을 해야하는 걸까?
  비용도 비용이고 고통이 장난이 아니래
  초반엔 침 질질 흘리고 밥을 먹는데
  수술하고도 완치되는데 시간소요가 많이 되는구나
  침까지 흘리다니 예뻐지려다 밥도 못 먹겠네.
  너무 고통 스럽다니까 잘 생각 해 보고 결정해
  병원도 잘 선택해서 하길 바래"
733,일상 대화,"  도서관 언제 생긴대?
  남쪽에 구립도서관 계획이던데...
  도서관 내년이나 내후년일거야
  그래? 빨리 생겨야되는데.
  맞아 지금 도서관이 너무 멀어
  그러게 또 몇개 생겼으면 좋겠다
  주차공간도 많았으면 하는데
  도서관이 주차공간이 늘 부족하더라
  맞아 주차도 중요하지
  좀 큰거 생기면 좋을거 같아
  그래서 걸어서 갈 수 있는 도서관이 최고야
  맞아 도서관도 슬리퍼 신고 갈 수 있으면 좋을텐데"
734,일상 대화,"  빨리 결혼하고 싶다
  결혼? 나는 아직 생각 없는데
  주변에서 하나 둘 가니까 마음이 급하다...
  너무 급하게 생각하지마... 우리 아직 늦은 거 아니야
  그렇겠지? 내 친구들은 벌써 애가 둘이야
  그 친구들이 빠른 거지!
  너는 남자친구가 결혼 얘기 안 해?
  응 우리는 아직 돈이 없어서 결혼은 먼 얘기야
  그래도 결혼하고 모으면 되지!
  집을 구하는게 진짜 막막하다..."
735,일상 대화,"  했던 게임 다 말해봐 
  저는 맨날 롤
  나는 레이맨 
  그거 알아?
  나 어릴 때부터 게임 쳐돌이였는데
   롤만 주구장창...
  예전에 그냥 깔려있었는데 
  레이맨이 뭐지?
몰라
  오늘  행님이 배그하자고 
  그거 재밌었다구 
  나 어렸을 때는 짱구 했음
  그래서 배그하러 갈 거예요
  요즘 겜은 넘 어려워 
  짱구랑 소닉 이런 거 타잔
   짱구!
  짱구 게임 기억난다...
  배그 그거 해보고 싶어 
  학교에서는 피카츄 배구 겁나 함
  소닉 완전 많이했는데 
  짱구겜은 뭐야 
  첨들어 "
736,일상 대화,"  어제 리버풀에서 누가 그렇게 골을 많이 넣었니?
  살라만 해도 골 넣었어
  대박이네
  응. 현재 살라가 득점순위 위야
  작년엔 몇 위였어?
  작년엔 골 차이로 위
  그럼 위는 누구야?
  해리 케인이라고 토트넘 선수야
  손흥민 있는 팀?
  응. 맞아"
737,일상 대화,"  우리집 강아지 너무 귀여운거같아
  너희 집 강아지는 종이 뭐야?
  나중에 보러가고 싶네  그래 종이 뭐야?
  내 프로필 사진에 걸려있는 개야 말티즈 키워
  그렇구나. 요즘 반려동물 많이 키우던데.
  너희 집 강아지는 유치원 다녀?
  강아지도 유치원에 다녀? 나는 처음들어봤네
  강아지 유치원 알아봤는데 너무 비싸서 못보내겠더라고
  나는 요즘 고양이를 키울까 고민 중이야
  고양이도 귀엽지  우리 집은 부모님이 반대해서 둘 다 못 기르고 있어 
  고양이는 털이 너무 많이 날린다고 하더라 잘 알아보고 키우도록 해
  말티즈는 털갈이 자주 하는 편이야?
  개도 털갈이라는 걸 하는거야? 나는 처음 들어봤어 신기하다 
  털갈이 하는 개도 있고 아닌 개도 있지 말티즈는 거의 안하는 편이야
  털갈이 심한 견종은 키우기 너무 힘들 것 같아
  말티즈는 그러면 상대적으로 키우기 쉽겠다~
  다음에 부모님 설득할 때에는 말티즈를 키우자고 해봐야 겠다"
738,일상 대화,"  마블 히어로 중에 젤 갖고싶은 능력
  나는 아이언맨 
  나는 닥터스트레인지
  나도 닥터스트레인지 시간만 돌리면 뭐든 가능이지
  솔직히 돈과 재능이 넘사벽인게 매력임
  근데 닥터스트레인지는 시간 그 이상을 움직일수가 있으니깐
  근데 그런 능력있으면 소원이 없겠다 진짜로...
  도르마무 아임 히얼투 발겐
  바로 난 신생아 시절로 간다
  블랙펜서 주인공도 안돌아가셨다면... 그만한 배우가 없었는데 
  맞아 그분 연기가 집중이 잘 됨
  이제 그 여동생이 맡아서 한다는 말이 있던데"
739,일상 대화,"  너 프로필 사진 바꿨네. 염색 했어?
  응, 어제 염색했어. 어때?
  머리 색깔 너무 이쁘다. 무슨 색이야?
  밝은 갈색 같은데? 맞아?
  민트베이지 색이라고. 시세이도 염색약으로 했어.
  민트베이지? 처음 들어봐. 그런 색은.
  미용실에서 시세이도 염색약으로 하면 비싼데... 집에서 한거야?
  응. 염색약 사가지고 집에서 했지.
  염색약을 어디서 사? 인터넷으로 사는거야?
  요즘은 인터넷에서 염색약 사서 집에서 많이 하잖아.
  응. 나도 인터넷에서 샀어. 염색 잘되서 엄청 마음에 들어.
  어디서 샀는지 링크좀 보내줘. 나도 한 번 사서 해봐야겠다."
740,일상 대화,"  나 요즘 부동산에 투자하고 있어.
  야 돈 많이 벌었어?
  대단한데?
  우와 부동산 투자는 공부할것도 많던데 너 대단하다?
  아니 그런게 아니고 요즘에는 부동산투자도 앱으로 할 수 있더라고
  그런게 있어?
  신기하다.
  진짜 별게 다 나오네
  응 주식처럼 부동산 거래가 가능한 앱이라는데.
  아무래도 부동산은 실제 매물을 안보면 문제가 생기니까 완전 프로 주식처럼 되지는 않지
  그래도 대단해.
  매물정보나 뭐 그런걸 좀 더 편하게 볼 수 있게 해놨나보구나
  사실 부동산마다 가격이 다르고 복비도 내야되니까 좀 짜증나긴 하지
  응 앱 설치한지 얼마 안됐는데 생각보다 괜찮은 것 같아
  열심히 해보고 좋으면 나도 좀 가르쳐주라
  나도 나도"
741,일상 대화,"  어릴 때 게임 하는 거 뭐라 안하셨어?
  응 뭐라고 안하셨어
  그럼 너는 게임을 많이 했어?
  응 나는 축구게임에 빠졌었어
  중독 수준이었어?
  응 거의 천시간을 했어
  부럽다 나는 컴퓨터에 감시 프로그램을 깔아놓으셨어
  헐 대박이다
  힘들지 않았어?
  분마다 화면 캡쳐가 돼서 편하게 할 수가 없었어
  그럼 분동안 게임하다가 계속 껏겠구나"
742,일상 대화,"  난 이번에 거북이 키우려고
  요즘은 코끼리 키우는 게 대세라던데?
  나 이번에 수족관 샀어
  거북이는 느려서 너무 좋아
  거북이 냄새나잖아 
  자라도 있고 물고기 마리 정도?
  밥도 적게 먹어서 너무 좋아
  자라는 너무 자라지 않아?
  무슨 동물이 제일 키우기 쉬울까?
  토끼와 거북이 달리기 시합 시키려구
   토끼와 거북이 시합 웃기다 
  이러다가 우리집 동물원 될 거 같애
  자라는 맨날 자라고만 해 ...
  아마도 쥐 키우기가 제일 쉬울걸
  요즘 개가 너무 짖어 
  쥐는 너무 징그러워 
  삭제된 메시지입니다.
  삭제된 메시지입니다.
  너희 유머 대단한 걸?
  뭐가 문제인지 모르겠어"
743,일상 대화,"  아 층간소음 때문에 미치겠어
  너네 집 층간소음 심해?
  응 윗층에서 밤에 탈수기 돌려
  헉 밤이라면 몇 시?
  밤 시 넘어서 돌리더라
  와 정신 나간거 아니야?
  진짜 경찰에 신고할뻔 했어
  너무 매너없다 그 집
  저번에 한번 찾아갔어
  경비실에 한 번 말 해봐"
744,일상 대화,"  회사에 후임이 들어왔어.
  우와 가르쳐 줄게 많겠네.
  응 많기는 한데 어떻게 가르쳐야 할지 모르겠어.
  너가 배운대로 가르쳐 봐.
  나는 사실 배운 게 없어.
  그럼 어떻게 업무를 했어?
  난 아무도 안 알려줘서 혼자 다 알아봤어.
  신입 때 정말 힘들었겠다.
  나는 후임한테 잘 알려주고 싶어.
  너가 알아낸 것들을 잘 알려주면 돼."
