idx,class,conversation
747,일상 대화,"  나 몇 주 전에 요리교육 받으러 간거 말했었나?
  아 베이킹 수업이었나?
  아니 안했어 어땠어?
  아니 반찬 만들러 갔었어 키키 그것도 무료로~
  우와 무료로 그런 교육이 있다고 어땠어?
  무료로 잘 다니는구나 더 보람찼겠다
  완전 기름 사용하는 요리라 너무 무서웠는데 망치기도 했지만 맛있게 잘되었어 키키 메뉴 맞춰보시오~
  어떤 반찬을 만들었니? 무료도 무료지만 맛이 궁금해~
  그러면 튀김요리구나?!
  건빵튀김인가? 근데 말만 들으면 맛 없어 보이지?  진짜 맛있었다 키키
  기름을 사용하는 요리라면 나는 김부각이 생각난다 키키
  오? 맛있었다고? 좋네
  요리라고 하기엔 간식 느낌이군... 하하 양도 많이 가져왔어?
  나도 한번 먹고 싶다 하하"
748,일상 대화,"  오빠네 부모님은 지금 뭐하셔?
  지금 엄마랑 아빠 티비보고 계셔 키키
  키키 아 그러면 지금 하시는 일은 뭐야?
  엄마는 회사 하나 운영하고 계셔 키키
  와 대박 키키 어무니 진정한 커리어우먼이네!
  엄마가 그래서 지금도 고생 많이 하시지 키키
  키키 할 ㅜㅜ 그러면 아부지는 뭐 하시는 분이야?
  아빠는 매일 낚시 다니시는 분이야...키키
  아 키키 완전 웃기네 키키
  어무니 어떤 회사 운영하고 계셔?
  엄마 사회복지 그쪽 회사 운영하고 계셔 키키
  그렇구나
  오빠가 그래서 사회복지 자격증을 딴 거구나?
  맞아 그래서 거기서 들어가서 일 같이 하고 있어 키키
  키키 그렇구나
  그러면 진짜 가족회사네?
  아 맞아 우리 회사가 그 유명한 가족회사... 키키
  키키 오빠 그렇다고 출근 늦게 하면 안 된다~
  아 그럼 나 사람들 태우러 가야돼서 늦으면 안돼"
749,일상 대화,"  차 바꾸고 싶다
  요즘 새차 많이 타더라
  요즘 바꿔도 오래 걸린데
  연식이 년 넘어서...지겨워.
  바꿀때가 됐네
  아 년 넘었구나
  그런데 조만간 내연기관차 안판다고 해서 ...기다릴 생각도 있어
  어떤 차로 바꿀 생각이야?
  전기차?
  전기차 상용화되면 바꿀까?
  요즘에 전기차 많이 타더라
  기다렸다가 바꾸는 것도 좋지"
750,일상 대화,"  다들 오토바이 탈 줄 알아?
  어 난 탈 줄 알어 힘들때 가끔 라이딩 다니기도 해
  사륜오토바이 타본적은 있는데 일반 오토바이는 못타
  배워보고 싶어. 라이딩 좋다.
  만세하면서 달리는 오토바이 타는 거야?
  난 가끔 바람 쐬러 가평이나 춘천 다녀 오곤해
  오토바이타러 가평이나 춘천 가는거야?
  그것도 좋다. 오토바이로 여행다녀오는 것도 괜찮네.
  어 멀리도 가끔 나가 기분 전환 되고 좋아
  요즘 날씨에 오토바이타고 달리기 딱인거 같아
  생각만 해도 시원하고 좋다.
  오토바이 어서 빨리 배워야 되겠어.
  춥지도 덥지도 않아서 너무 좋아 다들 오토바이 배워봐
  차 막혀도 오토바이는 안막히고 달릴 수 있잖아"
751,일상 대화,"  오빠는 모자 쓰는 거 좋아해?
  어 나 모자 엄청 자주 써 키키
  그치 키키
  오빠 모자 어디 브랜드 좋아해?
  나 엠엘비 캉골 나이키 다양하게 있어 키키
  아 캉골은 그 벙거지 모자가 유명하지 않아?
  아 근데 난 다 캡모자 써 키키
  아 그래?
  나는 거기 벙거지 모자 이쁘다고 해서 장만하려고 하는데!
  그거 너는 조그마해서 잘 어울리겠다 키키
  음하하하 나 벙거지가 은근 잘 어울리더라고!
  오빠는 캡이 잘 어울려?
  어 난 캡 아니면 모자 못 쓰겠어 키키
  키키 근데 캡이 제일 무난하긴 해
  어떤 거 있어?
  그냥 캡으로 깔 별로 로고 적힌 거 있어 키키
  키키 헐 대박 키키 오빠 근데 모자 크게 나오는 건 어떻게 써?
  나는 머리가 커서 크게 나와도 다 맞아 키키
  키키 우리 언니는 머리 엄청 작아서 모자 무조건 보고 사야 함
  아 언니 얼굴이 많이 작으신가 보네 하하"
752,일상 대화,"  코로나 이후로 사람들이 운동 되게 많이 배우는 것 같아
  내 주위 지금 골프로 난리야
  헐 너도? 나는 테니스도
  사람들다 인스타그램에 골프 테니스 헬스 올려
  그래서 나도 운동 하나 시작해야 되나 싶기도 하고
  딱히 뭐 시작할 것도 없지 않냐? 헬스 말고는
  다른 것들은 아무래도 초기 비용이 많이 드니까
  옷도 엄청 비싸더라 장비랑
  있으면 좋지~ 예쁜 것도 많아
  배보다 배꼽이 더 크네"
753,일상 대화,"  와 너무 피곤하구만
  아니 그니까 왜 새벽까지 축구를 봐
  아니 새벽까지 축구를 봤다고요?
  아 내가 좋아하는 팀이라 어쩔수 없었어
  그래서 나도 잘 못잤어
  애들도 있는데 본거야?
  아니 혼자 거실에서 봤어
  안방 TV 켜서 보는거 내가 내보냈어
  와 완전 비매너네요
  아니 아니야 의도한게
  의도한게 아니긴 무슨 나 아니었으면 계속 봤지
  아 형부 회사 출근 안해요? 쉬어야지요"
754,일상 대화,"  오빠 은행나무 턴 거 봤음?
  엥 은행나무 턴 게 뭐야?
  은행나무 낙엽이랑 은행 터는 거 직관 해 봤냐구
아니
  난 본 적 없어 키키
  그런 것도 있어?
  키키 어 나 오늘 봤는데 대박임
  그거 보면 은행 냄새 안 나냐?
아니
  멀리서 봐서 냄새는 안 났음 키키
  아아 너 시력이 좋았었나?
  키키 아니
  차 안에서 봤지 키키
  키키 근데 그 장관이 장난 아니었어?
  어 대박이여
  그 터는 기계가 있더라
  오 기계가 있어?
  신기하네 키키
  키키 그니까
  그거 가을에만 볼 수 있는 명관이더라 키키
맞아
  언제 또 그걸 보겠어 키키
  그니까
  근데 그 털린 은행 다 버린대 ㅜ
  그걸 왜 다 버려 식당에 팔아야지 키키"
755,일상 대화,"  요즘 애들 코딩 학원 다니는 거 알아?
  확실히 그 분야가 대세긴 해
  코딩 학원을 다녀?
  확실히 필요한가 봐
  코딩이 뭔지 아시는 분 있나여...?
  나도 코딩 배우고 싶다 
  코딩...들어만 봤어요
  코딩이 뭔데...? 설명 좀
  코딩이 프로그램 만든다 생각하면 돼
  배우면 회사 취업도 되게 좋다더라
  검색해서 읽어봐도 뭔 말인지 모르 겠더라
  키키 어렵더라  다른 언어임
  그래서 필수로 배우는구나...
  그걸 초딩들이 학원을 다니던데?
  근데 나도 초딩 때 배움... 하하
  나도 이참에 찾아봐야겠어... 키키 초딩 필수라니
  저도 좀 다녀야 하나여...?
  다니는 거 나쁘지 않지
  아 진짜?... 초딩 때... 트인 사람이었네 키키"
756,일상 대화,"  머리카락이 너무 많이 빠져 요새
  스트레스 받는 일 많아서 그래?
  은근 스트레스 받나봐
  너도 탈모 관리 해야겠다
  어떻게 어디서부터 시작해야해?
  음 식습관부터 바꿔야해
  단백질 위주로 먹으면 돼?
  검은콩 많이 먹어줘!
  샴푸도 바꿔야겠지?
  응 당연하지! 탈모샴푸로 바꿔"
757,일상 대화,"  많이 걸어 다녀서 그런가 발에 굳은살이 너무 많아.
  나도 운동 많이 해서 발에 각질이 엄청 많아.
  난 한 달에 한 번씩 관리해 주고 있어.
  나는 이러다 굳은살 투성이 될까봐 걱정돼
  어떤 식으로 관리해?
  발 팩만 해주면 정말 깨끗해져.
  그래? 한 번 사서 해봐야겠어.
  집에 있는지 찾아봐야지.
  나 집에 많이 있는데 나눠줄까?
  정말 고마워. 해보고 괜찮으면 많이 사놔야겠어.
  고마워, 그런데 나눠줘도 돼?
  한 번 살 때 대량으로 구매해놔서 나눠줘도 괜찮아."
758,일상 대화,"  내년도 공통적인 선거공약이 아파트 만채 공급이래.
  그 정도로 국민 수요가 높다는 뜻이고, 아파트 값이 치솟는 이유인거지
  사람은 별로 없는데 아파트만 많아져서 좀 그랬는데 잘됐네!
  빌려서 살고싶지않고 나는 나만의 건물이 있었으면 좋겠어
  누구나 그렇지. 나는 솔직히 대 초에 집사고 싶어서 일하는 거임 키키
  그치 근데 돈이 없잖아 실현 가능?
  오 멋있다~ 나는 그냥 언젠가...이러고만 있었는데
  근데 솔직히 자신없음... 키키 집값이 워낙 비싸니까...
  그래도 내집마련 목표 두고 돈 모으는 건 좋은 거 같아
  그 정도 집념이 있어야 건물이든 집이든 살 수 있다고 생각해
  누가 내 돈도 관리해줬으면 좋겠어. 돈관리가 쉽지않아
  나도 관리 힘들어서 그냥 목표를 집사기로 잡고 적금들고 모으고 그래 키키
  꾸준함은 필수겠군...!
  같이 돈 모으자!"
759,일상 대화,"  우리 회사에 솔로 차장님 한분 계시는데 자꾸 여자 소개시켜달라고 해서 곤란하다.
  왜?
  소개해주면 되잖아?
  별로야?
  나 주변에 솔로 언니들 많은데, 그 분 나이가 어떻게 되시는데?
  마흔 넘었어...
  근데 요즘 마스크쓰니까 면도도 안하고 머리도 안감고 출근하셔…
  아… 그러면서 소개팅을 해달래?
  그분도 대단하시네
  그래도 뭐... 성격이 좋으시거나 아니면 뭐… 장점이 있으실수도 있잖아?
  성격… 잘 안씻으시는걸로 봐선 털털한것같고…
  장점은 글쎄?
  안친한 사람한테 소개팅 해달라고 조르는 미친 존재감?
  너 그 차장님 싫어하는구나? 키키
  확실하네.
  그 차장님이 뭐 잘못했어? 키키
  아니 잘못하신건 없고 딱히 싫어하지도 않는데, 안친한데 자꾸 소개해달라고 하니까 부담스러워.
  소개는 잘못하면 뺨 세대인데 곤란한 티 내도 계속 그러시니까...
  아 진짜 싫겠다...
  그렇다고 아무나 소개해줄수도 없고... 진짜 곤란하겠다 "
760,일상 대화,"  옛날에 초등학교 앞에 병아리 많이 팔았었잖어
  그랬지
  많이들 키웠었지 키키
  나도 키워 봤는데
  무슨 병아리 사와서 닭까지 키운 얘기들 많잖아여 키키
맞어
  그런 얘기 많이 들어봤어 키키
  난 얼마 못 키웠었는데 약한 병아리들 파는 거라고 그러더라구
  요즘도 학교 앞에서 팔고 그러나?
  옛날에나 그러지 않았을까? 키키
  나도 한번 키워봤던 거 같은데
  메추리 키웠던 거 같은데 모이도 같이 팔았었어~
  맞아요
  박스에 집 만들어서 키우고들 그랬는데
  귀여웠는데 키키 많이 만지면 스트레스 받는다고 많이 만지지도 못했던 거 같어
  손에 모이놓고 주고 그랬는데
  물 먹는 거도 진짜 귀여운데 키키
  난 손에 먹이 놓고 주는 건 못했어 겁이 많아서 키키
  파닥 거리면서 살짝 뜨는 거 같으면 막 신기해 하고 그랬는데 키키
  키키 토끼를 그렇게 키워보고 싶었는데
  어우 난 토끼는 눈알색 때문에 무서워
  음 나두 토끼는 좀... 키키
어허
  토끼 왜여
  귀염둥인데! 키키"
761,일상 대화,"  나중에 코로나 관련 영화도 나오겠네
  코로나 터지고나서 감기랑 뭐 바이러스 영화 겁나 티비에서 많이 방영하데
  이경영이 한배역할 것 같아
  정은경 질병관리본부장은 김수미가 맡을려나
  김수미는 좀 안어울린다 김해숙 아주머니가 잘어울리겠네
  김혜자가 더 나으려나
  김혜자는 우리네 할머니 역할을 해야지
  그렇네 김해숙 배우가 더 낫겠네
  응 왠지 조만간 진짜 그런 영화가 나올것 같네
  현장에서 고생한 간호사 역할은 한지민이 어울리겠네
  오 완전 잘어울리네 정의감 불타는 간호사"
762,일상 대화,"  우리집 앞에 동물병원 생겼는데 거기 의사선생님 강아지 진짜 귀여워 내가 키우고 싶을정도...
  동물병원에서 입양도 해주지 않나?
  내일 가서 친해져야지
  우리집 강아지 간식 사러 가보려고 키키
  얼마나 귀엽길래?
  가서 한 번 여쭤봐 주인있는 강아지냐고
  말티즌데 정말 귀여워
  그래 주인 없으면 입양하자
  그래야지 키키 나중에 사진 보여줄게
  그래그래 기대한다!
  너네도 동물병원 여기 가봐
  사진 부탁해~
  얼마나 귀여운지 나도 보게 나도 사진 보내줘~
  알겠어~보면 너네도 키우고 싶을 거야~"
763,일상 대화,"  검도를 배우고 싶어.
  너가 검도하면 멋있겠다.
  여자들이 반할까?
  그건 아닐 거 같아.
  솔직한 의견 고마워.
  그런데 검도는 갑자기 왜?
  도복 입은 게 멋있더라.
  맞아 헬멧도 멋있지.
  집 앞에 한 번 가 보려구.
  이왕 배우는 거 잘 배워봐."
764,일상 대화,"  진주에서 버스 타고 갈 수 있제?
  응 버스 만히 다님 
  진주 사천은 교통편 잘 되어 있어요!
  진주에서 시외버스 타고 몇 분 걸림?
  시내버스보다 많이 다님 하하
  그래도 자차가 더 편하지만요 키키
  버스 타고 몇 분인디?
  몇 분 안 걸려
  아주 가까움 하하
  진주 사천 분?
  정촌에도 그 버스 오던디!
  그냥 차 타고 가는 기랑 똑같지
  정촌에서 조금만 더 가면 돼서
  마자 차 타고 가면 분이면 가더랑
  맞아 여기 시외버스도 지나가 하하
  그렇게 시간 차이가 안 나요
  사천이 급 끌리넹
  사천으로 고고
  사천 공항도 있어서"
765,일상 대화,"  세탁방에 옛날 게임기 있어서 요즘 보글보글 하는 중
  헐 보글보글 추억의 게임이네
  킹오브랑 보글보글 완전 많이 해서 돈 다 털렸어
  얼마야 요즘은?
  원 넣으라더라  장난 아니지 않냐
  헐 키키 우리 때는 백 원 아니었나
  백 원에 비싼 게임은 이백 원이었지
  오백원 진짜 너무하다
  근데 이것도 싼거래 원래 천원이래
  헐 누가 함?"
766,일상 대화,"  테슬라가 다시 지난 최고가 였던 달러를 뚫고 올라갔어
  뭐? 미쳤다 진짜 다들 테슬라에 진심이구나
  그러게 나도 기사 보고 놀랐어
  하 나는 그 전에 팔아버렸는데 너무 아깝더라구
  이래서 존버 존버하는구나
   진짜 아깝겠다
  내가 팔면 올라간다는 말이 진짜구나 싶어
  에이 그래도 엄청 오래전에 사서 수익 많이 봤잖아
  맞아 그걸로 수술비용이랑 보증금도 냈다며
  맞아 근데 사람 욕심이라는게 자꾸 너무 생각나다
  사람이라는 게 다 그렇지 뭐
  오래 기다렸다가 팔았는데 오르면 더 그럴거 같아"
767,일상 대화,"  형님 우리 결혼기념을 선물 뭐 줄거야?
  아니 그걸 왜 이한테 물어봐?
  그러게요 저한테 왜?
  아니 그냥 뭐 줄까 해서 물어봤어
  여보가 나한테 줘야지 그건
  그러니깐요 형부가 언니줘야지
  아 그건 당연하지 그냥 물어봤어
  형님한테 뭘 원하는거야?
  말해보세요 뭘 원하는지
  아니 나 요즘 가방이 헤져서...
  안그래도 내가 그럴줄 알았어
  알았어요 결혼기념일로 사줄게요"
768,일상 대화,"  다들 물고기 좋아해 혹시 ?
  물고기 키우고 싶어
  그냥 힐링 될 거 같아
  물고기 먹는 건 좋아하지 하하 고등어 하앙
  나 물고기 완전 키우고 싶어 정말로 
  키키 고등어 뭔데
  키키 뭐 키우고 싶어?
  키우고 싶은 물고기 종이 있나?
  나중에 돈 많이 벌면 전면 다 어항으로 되어있는 벽 만들고 물고기 잔뜩 키우고 싶어
  키키 뭐 생각보다 야망이 크네
  그거 물 갈아줄 때 물고기 다 꺼내 놔야 되는데 어느 세월에 꺼냄
  돈 많아서 그렇게까지 했는데 남이 해주겠지 ...
  키키 그러게 업체 맡겨야겠다 그 정도면
  그럼 너가 키우는 게 아니잖아...
  지금 동물을 관상용으로 쓰겠다는 거야,...?
  난 그냥 물고기를 키우고 싶을 뿐 관리하고 싶은 건 아니야
  힘들 것 같아
  키키 뭐야 그럼 키우지 마 참나
  얘는 반려동물을 관상용으로 만들어버리네
  하지만 나는 물고기가 좋은걸 ?
  그럼 유튜브로 많이 봐 누나
  그니까... 아쿠아리움 가서 돈 내고 구경해"
769,일상 대화,"  우리 오빠는 사천 공군 떨어져서 광주 갔대...
  헐 광주에서 공군 하셨어?
  아 진짜?
  헐 대박
  공군에서 시험을 친다데
  엄청 멀리 가셨네?
  공군 하셨는데 광주에서 하셨구나
  그거 성적 순으로 짜른대
  공군 시험도 치구나
  공군 성적 좋으면 사천이가?
  공부 못해서 광주 감...
  처음 안 사실이얌
  몰랐네 키키 공군에 대해서는
  근데 더 못하면 강원도 간대
  아놔 그런 건 무슨 공부해야 해
  시험 대로 자르는 것도 모름
  응 잘하면 사천이래 키키
  강원도 최악이다 정말;
  강원도까지 미쳤어"
770,일상 대화,"  너희 보호소가 어떤 곳 인지 알아?
  유기견 보호소?
  고아원?
  내가 지금 물어볼거는 유기묘 보호소야.
  유기묘 보호소라는 것도 있어?
  그런데 그곳이 왜?
  친구가 거기서 고양이를 입양했는데 얼마였게?
  보호소에서 입양하는 것인데도 돈을 지불해야 해?
  내는거는 이해 가기는 간다.
  만원 주고 입양했다고는 하는데 어쩔 수 없지.
  하긴 다 무료로 입양하면 보호소 운영이 안될 것 같아.
  그래도 입양 잘 해서 다행이야.
  맞아, 고양이가 엄청 예쁘더라.
  나도 나중에 강아지 입양할거면 차라리 보호소에서 입양할래.
  맞아, 차라리 보호소에서 입양하는게 더 나을 수도 있어."
771,일상 대화,"  너희 애니메이션 ‘너의 이름은’ 봤니? 너무 재밌더라.
  봤지. 나도 그거 너무 재밌게 봤잖아.
  누가 만든거야?
  ‘신카이 마코토’라고 일본 작가야.
  ‘날씨의 아이’라는 작품도 있어. 시간 나며 그것도 봐봐. 재밌어.
  그렇구나. 나는 일본 작가 ‘미야자키 하야오’밖에 몰라.
  미야자키는 너무 유명하지. 센과 치히로의 행방불명 만든 작가잖아.
  나는 개인적으로 ‘하울의 움직이는 성’도 너무 좋았어.
  맞아. OST가 너무 좋잖아.
  그 작가 애니메이션은 OST가 다 좋아.
  오랜만에 다시 한 번 봐보고 싶다. 옛날 생각 날 것 같아.
  이번주 주말에 모여서 같이 보자. 너무 재밌을 것 같아."
772,일상 대화,"  다들 친척 중에 또래 많이 있어?
  웅 나는 또래 엄청 많아 키키
  난 내가 집안 첫째라서  부담이 많아 키키
  진짜?
  첫째면 진짜 부담은 되겠다
  친척 또래 많으면 좋을 것 같아 
  아아 친척들 사이에서도 첫째야? 대박
  그치 키키 얼른 장가 가야지 키키
  친척들 또래 많으면 같이 놀기도 해?
  응 우리는 만나면 같이 놀고 그래 키키
  오 친척들이랑 사이 되게 좋은가보네 키키
  진짜 나는 그런 친구들 보면 부럽더라 
  같이 놀러 다니는건 아니고 명절이나 이때 보면 앞에 놀러가고 해 키키
  나도 친척들하고 모여서 놀진 않아서 키키 그저 친척일뿐
  아아 나는 친척이 다 어른들 뿐이라 어려워 
  근데 나도 친가랑은 번호도 몰라 외가 쪽만 친해 키키
  대부분이 그런 거 같아 키키 외가쪽이라 친한 건
  대부분 외가쪽 친척이랑 친하긴 하더라 키키
  웅 맞아 키키 엄마 쪽이라 더 살뜰히 챙겨줘서 그런 듯 키키
  나도 그나마 외가쪽이 더 친하긴해 키키"
773,일상 대화,"  나 요즘 부동산에 투자하고 있어.
  야 돈 많이 벌었어?
  대단한데?
  우와 부동산 투자는 공부할것도 많던데 너 대단하다?
  아니 그런게 아니고 요즘에는 부동산투자도 앱으로 할 수 있더라고
  그런게 있어?
  신기하다.
  진짜 별게 다 나오네
  응 주식처럼 부동산 거래가 가능한 앱이라는데.
  아무래도 부동산은 실제 매물을 안보면 문제가 생기니까 완전 프로 주식처럼 되지는 않지
  그래도 대단해.
  매물정보나 뭐 그런걸 좀 더 편하게 볼 수 있게 해놨나보구나
  사실 부동산마다 가격이 다르고 복비도 내야되니까 좀 짜증나긴 하지
  응 앱 설치한지 얼마 안됐는데 생각보다 괜찮은 것 같아
  열심히 해보고 좋으면 나도 좀 가르쳐주라
  나도 나도"
774,일상 대화,"  너네 군대 PX에 대해 들어 봤어?
  들어 봤어.
  나도 들어봤어.
  PX가 뭐하는 곳인지 알아?
  군대에 있는 편의점 같은거 아니야?
  물건을 엄청 싸게 파는걸로 알아.
  다들 잘 알고 있구나.
  근데 왜 싸게 파는거야?
  나도 모르겠어.
  나라를 지키는 군인들을 위해 면세혜택을 주어서 싼거야.
  그렇구나.
  너네 군대간 지인한테 선물 받아 봤어?
  난 화장품 받아봤어.
  나도 화장품 받아봤어.
  PX에서 파는 화장품이 유명하더라고."
775,일상 대화,"  얘들아 비트코인 일억 간다는 소리가 있던데 지금 풀매수 할까?
  지금 얼마인데?
  칠천 얼마...?
  내가 봤을 때 절대 못 가!
  왜 ㅡㅡ.
  그래도 힘들지 않을까. 저번에도 억 간다 했는데 못 갔잖아
  그게 억까지 가려면 진짜 상용화가 어디선가는 이루어져야 하는데 그럴 기미가 안 보이잖아
  ...흠... 이미 중국에선 쓰이고 있는거 아니야?
  그것까지는 모르겠는데?
  지금 미국에서 상용 한다고 들은 거 같기는해. 중국인가?
  아그래? 아니 근데 뭔가 갈 것 같아. 느낌이 그래
  근데 그게 되게 한정적인 부분에서만 사용 가능한거 아니야?
  맞아 한정적이긴 하지 그래도 상용하는게 큰 의미가 있으니까
  흠... 일단 백만원만 해볼게
  그래 괜히 크게 하지말고 조금씩만 해보는게 좋은거 같아
  그래 조금씩만 투자하자"
776,일상 대화,"  요즘 학생들 문제더라...
  요샌 프랑스어를 많이 가르친다더라 대치동에서
  키키 아 프랑스도 배우나 요새
  촉법 때문에 아휴 노답들
  대치동 흐름이 곧 교육의 흐름임
그래
  언어는 배울수록 좋지
  학생들 막 차 훔치고
  응 우리 영어 배우듯이 프랑스어가 대세래
  아 진짜 그래
  아스크림 가게에 자고
  완전 겁이 없음
  나는 개인적으로 독일어 좋음
  그러던데 키키
  그래 무섭다
  그런 애들은
  촉법 왜 안 없애지?
  꼬망탈레뷰~ 이거 프랑스어임
  우리 때보다 더 심해진 거 같노 키키
  완전 필요 없는 법인듯...
맞음
  어릴수록 겁 상실해서 필요해
  키키 그래
  법이 뭐야 이런 느낌 키키"
777,일상 대화,"  너희 아기천사 두두 기억나?
  그거 나는 처음 들어...
  나도 처음 듣는다. 키키 만화영화야?
  어렸을때 비디오로 빌려본 기억 안나? 키키 우산들고 날아다니는 요정같이 생긴 두두를?
  비디오 정말 오랜만이다!  나는 그래도 너무 생소하네
  오잉...처음 들어봐 키키 나는 붕붕이만 생각나네 키키
  나는 현대자동차 씽씽이도 키키
  붕붕이 키키 나는 어릴때 만화영화 비디오로 많이 빌려본 것 같아 언니오빠들이랑 하하
  나도 그건 노래까지 기억나 하하
  지금 생각해보면 내가 본건 어릴때라  기억안나는데 엄마한테 여쭤보면 다기억해서 그게 너무 웃겨 키키
  아기천사 두두를 알았다면 같이 공감하고 이야기했을텐데
  언제 너희들과 만화 이야기를 진지하게 다시 해봐야겠는걸~!?
  그러게...다음에 어릴 적 만화얘기 자세하게 많이 해줘
  가 우리 중에 제일 많이 아는 것 같으니 이야기 보따리 풀어라"
778,일상 대화,"  요즘 웹툰 드라마화 하는 거 진짜 많다
   요즘 윰세포 보는 중
  유미의세포들?
  응응 그거 드라마로 나왔잖아
  세포들 어떻게 표현했대,?
  설마 사람이야?
  아니 그냥 애니메이션으로 했더라 키키
  아 사람인 줄 알고 살짝 최악 될 뻔
  키키 아 내말이
  생각보다 괜찮게 만들었나보네?
  응응 애니메이션 어색하지도 않고 재밌어"
779,일상 대화,"  병원에 입원해 본 적 있어?
  웅 나는 몇번 입원해본 적있어
  응 나는 진짜 어릴 때 입원해 본 적 있어
왜?
  뭐 때문에 입원 했었어?
  너는 뭐 때문에 입원 해봤어?
  나는 그냥 초등학생 때 감기 심하게 걸려서 키키
  헐 얼마나 감기 심하게 걸렸길래 
  아 폐렴 이런거 였나보다 그것도 엄청 아프다던데
  모르겠어 키키
  부모님이 그냥 감기 걸렸는데 입원시켰어 키키
  나는 친구 병원에 입원해서 문병 갔었는데
  키키 너도 모르는 입원을 했었구나
  문병 가면 두 손 무겁게 가야하는 거 아니야?
  그냥 가서 둘이 병원 근처 편의점 털어왔어 키키
  맞아 과일바구니 한아름 가지고 가야지 키키
  아 키키 친구분은 뭐 때문에 입원 하셨데?!
  아 친구 맹장 수술 했었어 키키
  오 그렇구나 많이 힘들었겠다
  아 맹장 키키 살면서 한번은 다 뗀다는데 나는 아직 수술 안 했어"
780,일상 대화,"  학교 요새도 회식 해?
아니
  요새는 안 하지
  예전에는 막 차까지도 하고 그랬어
  와 되게 오래까지 있네
  엄마도 그래서 예전에는 늦게 들어오고 했잖아
맞아
  아빠가 데리러 간 적도 있어
  기억난다
  한 번은 술병 났잖아
  교장 선생님이 술 좋아하셨으니까
  교장이 술 좋아하면 술 못 마셔도 있고 그랬어
  하긴 혼자서 먼저 갈게요
  하기 힘들었겠지
  근데 요즘은 그러면 갑질이라서 절대 안 그래
  아빠는 술 안 마시니까 운전 많이 해줬어
  술만 먹으면 사건 사고가 더 생기는 거 같아
  술 관련해서 성희롱 같은 문제도 생기고 해서 , 차는 거의 없다시피 해
  말 그대로 먹고 싶은 사람만 자기들끼리 가
  코로나 덕분에 회식 줄어든 것도 있겠다
  회사나 단체 차원으로 가는 건 많이 줄었지
  그냥 친한 사람끼리 밥 먹는 게 다야"
781,일상 대화,"  터치 플레이 지난주 하승진 죽이던데?
  전주고랑 한게 지난주지?
  맞아 하승진 전주고 출신이잖아
  하승진 전주 왔다고 날아 다니던데
  그 등치에 날아다니는 건 아니고
  나도 전주고 가고 싶었는데
  우리 고등학교 갈때는 뺑뺑이였잖아
  그나저나 하승진 무릎은 왜 그래?
  모르겠어 이제 은퇴 하고 나이드니 그런거지 뭐
  나도 요즘 계단 오를때 무릎 아프더라"
782,일상 대화,"  요즘 어느 플랫폼을 가도 광고가 너무 많지 않아?
  나 그거 진짜 공감이야
  맞아 무슨 플랫폼이 다 물건 팔기 위한 쇼핑몰화 된 것 같아
  진짜로 뭐 하나 검색하면 알고리즘으로 광고를 계속 보게돼
  소비 할 생각도 없는데 자꾸 보니까 짜증나긴 하더라
  어느 곳을 가도 광고 천지라 더 짜증나는 것같아
  맞아 광고를 피할수가 없어
  유튜브 인스타 페이스북 네이버 카카오 없는데가 없는 거같다
  특히 네이버는 이제 검색플랫폼이 아니라 스마트스토어라는 대형 쇼핑몰같아
  어우 나도 그거 공감이야 검색해도 무슨 광고 밖에 없어
  맞아 블로그나 카페도 이게 과연 진실한 후기일까 싶어
  정말 아무리 광고 표기법이 생겨도 지키지 않는 사람 많더라"
783,일상 대화,"  보이스피싱이 엄청 극성이래
  아 진짜 방법도 가지가지더라
  어! 요새 뭐 어플깔라고 와서 깔아보니 돈 빼갔다 뭐 이런 말 들리던데
  응 핸드폰 잃어버렸다고 자녀 사칭하고, 건강보험내역 확인하라고 해서 링크 클릭했다가 당하고... 
  아...진짜 왜 그러고 사는지
  아이고. 장난아니네
  나도 저번에 택배 사칭해서 보이스피싱같은거 와가지고.
  놀래서 은행에 전화하고. 난리도 아니였다 
  우리는 괜찮은데 부모님 연령대에서 주로 당하시는것같더라고. 
  근데 사회적 약자한테 그런짓을 주로 하는게 나도 용서가 안 돼.
  우리아빠도 당할뻔하셨다고
  그러니까  너무 무서워.
  우리 엄마는 어떻게 아시고서 놀래서 전화하셨더라고.
  그래도 모르시는것보다 나은것 같아서 안심했어
  이게 진짜 주기적으로 부모님들한테 당부하고, 계속 얘기해드리는것 말고는 대안이 없는게 답답하다.
  사기꾼에 대한 처벌도 약하고. 못잡는일이 태반이라 자꾸 확산되고 방법만 용이주도해지는것같아서 화가나
  맞아맞아."
784,일상 대화,"  너네 어렸을 때 학원 많이 다녔어?
  나 수학학원은 무조건 다녔어
  응 ... 많이 다녔어...
  이는 몇 개 다녔는데?
  진짜 여러가지 ...?
  나는 학원보다는 과외를 좀 많이 했어
  오 과외 좋지
로 받아야 집중을 더 하는 느낌이었거든 내가 산만해서
  나는 종합학원, 과외, 피아노, 태권도 이렇게 개 다녔었는데...
  키키 너 산만한 아이였구나
  는 정말 많이 다녔다
  나 집중력 없다고 많이 혼났지...
  진짜 어릴 때 학원 저렇게 다니면서 조기교육은 진짜 별로라고 느꼈어
  맞아 우리나라는 경쟁이 너무 심해
  적당히 하면 괜찮은데 너무 심하기는해
  맞아 초등학교 때부터 몇 십개씩 다니잖아
  몇 십개는 오바했다..."
